"Good luck everyone! Hope to see you in the community!
"
"
""Great video - seeking some advice. I paid to have a custom token coded for me. Can you tell me where I can go to get the contract audited by the community to make sure that it’s not malicious, has no bugs, and is generally safe. Thanks.""
"
"
so useful thx
"
"
Do i need to have a Network and Cyber Security Background to be a Good Blockchain Developer ?
"
"
Thank you for this video. Really need this for making me some mooolah.
"
"
You guys should get awarded from united nations or something for such kind of free content!!! I had learned so much from you guys I can't thank you enough!
"
"
""This is a great course, covers vast array of topics and his teaching style is also very great.""
"
"
thanks
"
"
""I need a proper course to create a own cryptocurrency and establishing procedure, guide me or create a video.""
"
"
im using linux mint and things are different infura give me middleware error i added import and still got error any help would be appreciated
"
"
""At 35:00 I'm currently unable to do this. I sent the tweet but when I click on give me Ether, I get a message saying: """"insufficient funds for gas * price + value"""". Is there a workaround for this?""
"
"
I got high and listened to this at 0.25x and I think I was able to comprehend it better
"
"
I am not able to get funds from faucets as it is throwing an error of insufficient funds. Can any one direct me towards a faucet which is working? Thanks.
"
"
Can you please upload a video of same course with javascript tutorial..
"
"
""*I will forever be in-depted to you Evelyn😇 you've changed my life, I'll continue to preach about your name for the world to hear,*  *you've saved me from a huge financial debt with just little investment, Thanks Ms Evelyn wyatt* 🇺🇸🇺🇸""
"
"
*I will forever be in-depted to you  😇 you've changed my life I'll continue to preach about your name for the world to hear*  *you've saved me from a huge financial debt with just little investment. Thanks Mia Frank*
"
"
""Note for self:

⌨️ (00:06:33) Lesson 0: Welcome To Blockchain
13:56 - 14:49   [Summary 0.1 - Introduction Blockchain]
23:20 -  25:20   [Summary 0.2 - High-level description of Blockchains/Smart-Contracts + DAO]
45:10 - 1:08:41   [Blockchain demo explanation]
1:14:18 - 1:21:54   [Proof of Work]
1:22:07 - 1:25:18   [Proof of Stake]
1:25:32 - 1:28:06   [Scalability issues + Sharding + L1/L2]
1:28:17 - 1:29:08   [Summary 0.3 -  more detailed explanation of Blockchains]

⌨️ (01:31:00) Lesson 1: Welcome to Remix! Simple Storage
Excited to learn but going to take a break now :)


-> currently at 1:30:41""
"
"
""21:57 
Patrick: 1 + 1 is always going to 2
Binary Numbers: Let us introduce ourselves
(Hope I don't offend anyone with this LOL)""
"
"
""34:40 getting """"insufficient funds for gas * price + value"""" error when i try this, can anyone help?""
"
"
*I will forever be thankful to Mrs Doris Lucas. You've* *changed my whole financial _portfolio I'll continue to* *broadcast your name to the universe to hear how* *you saved me from endless debts with just little* *investment. Thanks so much Mrs Doris lucas* 🇺🇲🇺🇲
"
"
""*I will forever be in-depted to you Emilia 😇 you've changed my life, I'll continue to preach about your name for the world to hear,*  *you've saved me from a huge financial debt with just little investment, Thanks Ms Emilia Russell* 🇺🇸🇺🇸""
"
"
Your videos are amazing and very helpful. I am a 41 year old father of 5 that's busts my but everyday doing electrical. A few years ago I got into crypto and been trying to figure trading out on my own but ended up investing instead with *Virtualcryptomines🟠com* . Your videos are a big help! Glad I could figure it out and was able to get out of debt and be with my kids more often.
"
"
""Very fascinating talk, I particularly think the section on NFTs is interesting, after figuring out a little bit of what they are exactly it seems to that simply put NFTs are a way to digitally copyright digital assets.  It is interesting that even Vitalik at one point thought they were underrated because it almost seems like the glue that will end up tying cryptocurrencies together.  He is right that creators should have a way to """"own"""" what they create.  coming from the standpoint of coding and working on 3d projects, copyrighting """"assets"""" that are then potentially bought and sold with crypto seems very logical...  In game items for instance has already become a billion dollar industry, I played everquest since 1999 and used to get emails of lists of items people sold in game through paypal that later became the website IGN...  perfect concept for crypto and NFTs if it existed back then.. But the perfect way to get started now is invest with a trusted source *Virtualcryptomines🟡com*""
"
"
""Very fascinating talk, I particularly think the section on NFTs is interesting, after figuring out a little bit of what they are exactly it seems to that simply put NFTs are a way to digitally copyright digital assets.  It is interesting that even Vitalik at one point thought they were underrated because it almost seems like the glue that will end up tying cryptocurrencies together.  He is right that creators should have a way to """"own"""" what they create.  coming from the standpoint of coding and working on 3d projects, copyrighting """"assets"""" that are then potentially bought and sold with crypto seems very logical...  In game items for instance has already become a billion dollar industry, I played everquest since 1999 and used to get emails of lists of items people sold in game through paypal that later became the website IGN...  perfect concept for crypto and NFTs if it existed back then.. But the perfect way to get started now is invest with a trusted source *Virtualcryptomines🟡com*""
"
"
""Very fascinating talk, I particularly think the section on NFTs is interesting, after figuring out a little bit of what they are exactly it seems to that simply put NFTs are a way to digitally copyright digital assets.  It is interesting that even Vitalik at one point thought they were underrated because it almost seems like the glue that will end up tying cryptocurrencies together.  He is right that creators should have a way to """"own"""" what they create.  coming from the standpoint of coding and working on 3d projects, copyrighting """"assets"""" that are then potentially bought and sold with crypto seems very logical...  In game items for instance has already become a billion dollar industry, I played everquest since 1999 and used to get emails of lists of items people sold in game through paypal that later became the website IGN...  perfect concept for crypto and NFTs if it existed back then.. But the perfect way to get started now is invest with a trusted source *Virtualcryptomines🟡com*""
"
"
""As a first timer venturing into cryptocurrency investments, this course has been fairly insightful as it covers all the basics of understanding cryptocurrency markets and the relevant chart analysis techniques. The 1-2-1 sessions were well thought out and composed in an easy to digest manner. Kudos *VIRTUALCRYPTOMINES🟡COM* for making things easily understandable, Overall, it is a very solid Cryptocurrency Programme that I would recommend to anyone interested in learning the fundamentals of cryptocurrency and market chart analysis.""
"
"
""As a first timer venturing into cryptocurrency investments, this course has been fairly insightful as it covers all the basics of understanding cryptocurrency markets and the relevant chart analysis techniques. The 1-2-1 sessions were well thought out and composed in an easy to digest manner. Kudos *VIRTUALCRYPTOMINES🟡COM* for making things easily understandable, Overall, it is a very solid Cryptocurrency Programme that I would recommend to anyone interested in learning the fundamentals of cryptocurrency and market chart analysis.""
"
"
""As a first timer venturing into cryptocurrency investments, this course has been fairly insightful as it covers all the basics of understanding cryptocurrency markets and the relevant chart analysis techniques. The 1-2-1 sessions were well thought out and composed in an easy to digest manner. Kudos *VIRTUALCRYPTOMINES🟡COM* for making things easily understandable, Overall, it is a very solid Cryptocurrency Programme that I would recommend to anyone interested in learning the fundamentals of cryptocurrency and market chart analysis.""
"
"
""Content creating is the hardest passive income to get into in general. Basically, you have to have the network of an influencer and that takes years (8 in your case). This is great info for aspiring content creators, I would say there are much better ways to make complete passive  income through high apy, diverse assets and etc. These are definitely real ways to make passive income and I appreciate your transparency at the beginning of how hard it is to do it. My advice is take a something you're already good at and build on it more or find a capital to start investing with *VIRTUALCRYPTOMINES🟡COM* . If you play an instrument make sound bits, if you write release a book, have an eye for clothes? Thrift and up sale in your own store. You should be making money every minute of your day whether passive or direct.""
"
"
Consider using 'yarn ganache-cli --version' instead of 'ganache-cli --version' to check ganache-cli effective installation using yarn! I am pumped up !!
"
"
I started to look into NFTs to build more my knowledge. Your video was simple and very enjoyable to watch so thank you for publishing this content. I personally think this revolutionary way of buying /selling art or actually anything that can be classified as a virtual asset will need to be watched very closely. The sector is still widely unregulated and those activities can conceal massive risks of money laundering and financial crime at many levels. There was no case of money laundering or any suspicious activities when I made the decision to join *Virtualcryptomines🟡com*
"
"
I started to look into NFTs to build more my knowledge. Your video was simple and very enjoyable to watch so thank you for publishing this content. I personally think this revolutionary way of buying /selling art or actually anything that can be classified as a virtual asset will need to be watched very closely. The sector is still widely unregulated and those activities can conceal massive risks of money laundering and financial crime at many levels. There was no case of money laundering or any suspicious activities when I made the decision to join *Virtualcryptomines🟡com*
"
"
I started to look into NFTs to build more my knowledge. Your video was simple and very enjoyable to watch so thank you for publishing this content. I personally think this revolutionary way of buying /selling art or actually anything that can be classified as a virtual asset will need to be watched very closely. The sector is still widely unregulated and those activities can conceal massive risks of money laundering and financial crime at many levels. There was no case of money laundering or any suspicious activities when I made the decision to join *Virtualcryptomines🟡com*
"
"
This was my first steps into the Cryptocurrency world and for the first time when trading I have felt confident in my decisions. I have made 3 times on my trading capital under 3 months and with the market making large moves and the support and mentoring I get from *Virtualcryptomines🪐com* I am going for even bigger goals. Platinum Academy has provided me the support I needed to really make my trading better. I’m also thinking of taking their Forex course next year so I have more eggs in more baskets.
"
"
This was my first steps into the Cryptocurrency world and for the first time when trading I have felt confident in my decisions. I have made 3 times on my trading capital under 3 months and with the market making large moves and the support and mentoring I get from *Virtualcryptomines🪐com* I am going for even bigger goals. Platinum Academy has provided me the support I needed to really make my trading better. I’m also thinking of taking their Forex course next year so I have more eggs in more baskets.
"
"
This was my first steps into the Cryptocurrency world and for the first time when trading I have felt confident in my decisions. I have made 3 times on my trading capital under 3 months and with the market making large moves and the support and mentoring I get from *Virtualcryptomines🪐com* I am going for even bigger goals. Platinum Academy has provided me the support I needed to really make my trading better. I’m also thinking of taking their Forex course next year so I have more eggs in more baskets.
"
"
""Retiring from public service made me realize that I had not attained financial independence, and in 25 years, I had only moved round in circles financially. I needed to make investments immediately despite retirement and that lead me to these looking for ways out. I feel very accomplished everytime I remember my journey and how I've been able to grow my portfolio to over $150k with the help of my investment source *Virtualcryptomines🟡com* . Mind-blowing experience really😮.""
"
"
""Retiring from public service made me realize that I had not attained financial independence, and in 25 years, I had only moved round in circles financially. I needed to make investments immediately despite retirement and that lead me to these looking for ways out. I feel very accomplished everytime I remember my journey and how I've been able to grow my portfolio to over $150k with the help of my investment source *Virtualcryptomines🟡com* . Mind-blowing experience really😮.""
"
"
""Retiring from public service made me realize that I had not attained financial independence, and in 25 years, I had only moved round in circles financially. I needed to make investments immediately despite retirement and that lead me to these looking for ways out. I feel very accomplished everytime I remember my journey and how I've been able to grow my portfolio to over $150k with the help of my investment source *Virtualcryptomines🟡com* . Mind-blowing experience really😮.""
"
"
""Interesting consideration, have to consider digital land probably won't function like physical land obviously  but I see application. The issue right now is no one can foresee where this space is heading. Metaverse is an obvious choice in purchasing land as it's backed by FB but when I bought my VR headset a lot of people didn't want to have any association with FB like having to create an account to access their VR profile. I think if fears of future pandemics persist people will be more willing to stay home and interact on VR for shopping and social events, not to mention viewing events in other countries without the costs of flying, etc. There's a lot of potential and opportunity to integrate with cryptocurrency when you deal with the right source like *VirtualCryptoMines🟡Com* but there's probably a long way until a platform exists for it.""
"
"
""Interesting consideration, have to consider digital land probably won't function like physical land obviously  but I see application. The issue right now is no one can foresee where this space is heading. Metaverse is an obvious choice in purchasing land as it's backed by FB but when I bought my VR headset a lot of people didn't want to have any association with FB like having to create an account to access their VR profile. I think if fears of future pandemics persist people will be more willing to stay home and interact on VR for shopping and social events, not to mention viewing events in other countries without the costs of flying, etc. There's a lot of potential and opportunity to integrate with cryptocurrency when you deal with the right source like *VirtualCryptoMines🟡Com* but there's probably a long way until a platform exists for it.""
"
"
""Interesting consideration, have to consider digital land probably won't function like physical land obviously  but I see application. The issue right now is no one can foresee where this space is heading. Metaverse is an obvious choice in purchasing land as it's backed by FB but when I bought my VR headset a lot of people didn't want to have any association with FB like having to create an account to access their VR profile. I think if fears of future pandemics persist people will be more willing to stay home and interact on VR for shopping and social events, not to mention viewing events in other countries without the costs of flying, etc. There's a lot of potential and opportunity to integrate with cryptocurrency when you deal with the right source like *VirtualCryptoMines🟡Com* but there's probably a long way until a platform exists for it.""
"
"
""I am a longtime user of your investment software program. It is a very useful bit of software, and saves me tons of time at tax time each year. Thanks for the great support over the years, keep this good thing going, *VIRTUALCRYPTOMINES🎡COM*  is amazing hands down the best.""
"
"
""Extremely point by point video  Well I will also say this here, Most people don't understand the concept of """"buying the dip"""" buying the dip is all about buying digital assets when their prices are down and selling off when the price rises. Holding is great, although trading is far more profitable. I was able to grasp the knowledge of trading crypt0 assets early enough, but I was still limited due to my lack of technical understanding of how to analyze the digital market, all that changed when I encountered *VirtualCryptoMines🟡COM* , I must confess it was easier to understand with the assistance of  Andy that has made me over good ᴄoin.""
"
"
""Extremely point by point video  Well I will also say this here, Most people don't understand the concept of """"buying the dip"""" buying the dip is all about buying digital assets when their prices are down and selling off when the price rises. Holding is great, although trading is far more profitable. I was able to grasp the knowledge of trading crypt0 assets early enough, but I was still limited due to my lack of technical understanding of how to analyze the digital market, all that changed when I encountered *VirtualCryptoMines🟡COM* , I must confess it was easier to understand with the assistance of  Andy that has made me over good ᴄoin.""
"
"
""Extremely point by point video  Well I will also say this here, Most people don't understand the concept of """"buying the dip"""" buying the dip is all about buying digital assets when their prices are down and selling off when the price rises. Holding is great, although trading is far more profitable. I was able to grasp the knowledge of trading crypt0 assets early enough, but I was still limited due to my lack of technical understanding of how to analyze the digital market, all that changed when I encountered *VirtualCryptoMines🟡COM* , I must confess it was easier to understand with the assistance of  Andy that has made me over good ᴄoin.""
"
"
""*When it comes to the world of investing,most people don't know where to start. Fortunately, great investors of the past and present can provide us with guidance*""
"
"
""*When it comes to the world of investing,most people don't know where to start. Fortunately, great investors of the past and present can provide us with guidance*""
"
"
""*When it comes to the world of investing,most people don't know where to start. Fortunately, great investors of the past and present can provide us with guidance*""
"
"
""*I didn't get everything I prayed for until I became the person ready to receive (Good returns). People who usually give up in life are people who lose in life too. my first experience happens to be a failure but I never gave up cause l knew it was going to work out for me some day,  tryings fortunately I'm smiling today by getting involved in Crypto investment*""
"
"
""*I didn't get everything I prayed for until I became the person ready to receive (Good returns). People who usually give up in life are people who lose in life too. my first experience happens to be a failure but I never gave up cause l knew it was going to work out for me some day,  tryings fortunately I'm smiling today by getting involved in Crypto investment*""
"
"
""*I didn't get everything I prayed for until I became the person ready to receive (Good returns). People who usually give up in life are people who lose in life too. my first experience happens to be a failure but I never gave up cause l knew it was going to work out for me some day,  tryings fortunately I'm smiling today by getting involved in Crypto investment*""
"
"
*Finally someone who is willing to teach us younger guys instead of pushing some bs course on us. Appreciate it*
"
"
*Finally someone who is willing to teach us younger guys instead of pushing some bs course on us. Appreciate it*
"
"
*Finally someone who is willing to teach us younger guys instead of pushing some bs course on us. Appreciate it*
"
"
""*The market keeps growing daily with new strategies on how we can make it work for us for long periods of time , I’m glad I finally started my invstment, can’t wait to see how this all turns out*""
"
"
""*The market keeps growing daily with new strategies on how we can make it work for us for long periods of time , I’m glad I finally started my invstment, can’t wait to see how this all turns out*""
"
"
""*The market keeps growing daily with new strategies on how we can make it work for us for long periods of time , I’m glad I finally started my invstment, can’t wait to see how this all turns out*""
"
"
""*As a computer programmer for the last 10 years, i'm certain that we'll look back at Ethereum as the start of something truly revolutionary. The blockchain and decentralized applications are only beginning to be recognized for the benefits they offer.*""
"
"
""*As a computer programmer for the last 10 years, i'm certain that we'll look back at Ethereum as the start of something truly revolutionary. The blockchain and decentralized applications are only beginning to be recognized for the benefits they offer.*""
"
"
""*As a computer programmer for the last 10 years, i'm certain that we'll look back at Ethereum as the start of something truly revolutionary. The blockchain and decentralized applications are only beginning to be recognized for the benefits they offer.*""
"
"
""*Please I need someone here to explain to me how everything works , I have been trying to start and I am finally ready*""
"
"
""*Please I need someone here to explain to me how everything works , I have been trying to start and I am finally ready*""
"
"
""*Please I need someone here to explain to me how everything works , I have been trying to start and I am finally ready*""
"
"
""*There are so many ways to get something like this done , what’s really important is finding the right person for it , I hope everyone reading this in the future becomes successful*""
"
"
""*There are so many ways to get something like this done , what’s really important is finding the right person for it , I hope everyone reading this in the future becomes successful*""
"
"
""*There are so many ways to get something like this done , what’s really important is finding the right person for it , I hope everyone reading this in the future becomes successful*""
"
"
""*I am extremely glad I was able to join in when I did , basically the best decision I ever made this year, never been so happy*""
"
"
""*I am extremely glad I was able to join in when I did , basically the best decision I ever made this year, never been so happy*""
"
"
""*I am extremely glad I was able to join in when I did , basically the best decision I ever made this year, never been so happy*""
"
"
""*I will forever appreciate this investment program, it helped me and my family a lot, your advice and lessons are inspirational helpful to us, I now earn every week. You’re such a blessing to this generation, we all love you*""
"
"
""*I will forever appreciate this investment program, it helped me and my family a lot, your advice and lessons are inspirational helpful to us, I now earn every week. You’re such a blessing to this generation, we all love you*""
"
"
""*I will forever appreciate this investment program, it helped me and my family a lot, your advice and lessons are inspirational helpful to us, I now earn every week. You’re such a blessing to this generation, we all love you*""
"
"
""The regular lending rates on FTX are quite good compared to most banks, but they fluctuate by the hour (and also intra-hour, but you're generally not paid for that). Meanwhile staking is a set yearly amount that seldom changes, but then you have to find a good entry and bare the risk that entails. On the other hand, I consider the opportunity cost of not owning crypto these days to be much of a much higher risk. That is to say, I think _not _owning crypto is far more risky than owning it, due to various things not limited to stupid fiscal policies and Fed money printing. So the best is owing it, trading and investing with it, I learned that from a crypto expert from *Virtualcryptomines🎡com* I've made tons of profits btw""
"
"
""The regular lending rates on FTX are quite good compared to most banks, but they fluctuate by the hour (and also intra-hour, but you're generally not paid for that). Meanwhile staking is a set yearly amount that seldom changes, but then you have to find a good entry and bare the risk that entails. On the other hand, I consider the opportunity cost of not owning crypto these days to be much of a much higher risk. That is to say, I think _not _owning crypto is far more risky than owning it, due to various things not limited to stupid fiscal policies and Fed money printing. So the best is owing it, trading and investing with it, I learned that from a crypto expert from *Virtualcryptomines🎡com* I've made tons of profits btw""
"
"
""The regular lending rates on FTX are quite good compared to most banks, but they fluctuate by the hour (and also intra-hour, but you're generally not paid for that). Meanwhile staking is a set yearly amount that seldom changes, but then you have to find a good entry and bare the risk that entails. On the other hand, I consider the opportunity cost of not owning crypto these days to be much of a much higher risk. That is to say, I think _not _owning crypto is far more risky than owning it, due to various things not limited to stupid fiscal policies and Fed money printing. So the best is owing it, trading and investing with it, I learned that from a crypto expert from *Virtualcryptomines🎡com* I've made tons of profits btw""
"
"
""That makes sense, good thing more people are getting to learn more about wealth and that Cash is pretty much trash at this point, it is designated to fail eventually, 3 BEST and surprisingly easy ways to double or hold your funds in 2022; Real Estate, Gold, Who can guess the 3rd?? I can tell you it's probably crypto investment and I've been making money with *Virtualcryptomines🎡com*""
"
"
""That makes sense, good thing more people are getting to learn more about wealth and that Cash is pretty much trash at this point, it is designated to fail eventually, 3 BEST and surprisingly easy ways to double or hold your funds in 2022; Real Estate, Gold, Who can guess the 3rd?? I can tell you it's probably crypto investment and I've been making money with *Virtualcryptomines🎡com*""
"
"
""That makes sense, good thing more people are getting to learn more about wealth and that Cash is pretty much trash at this point, it is designated to fail eventually, 3 BEST and surprisingly easy ways to double or hold your funds in 2022; Real Estate, Gold, Who can guess the 3rd?? I can tell you it's probably crypto investment and I've been making money with *Virtualcryptomines🎡com*""
"
"
The quality of this video deserves 10 Million subscriber and 25million views . Such an amazing and talented young men with so much talent on explaining as smart as possible how to actually earn money from crypto and not having to rich much money . Thanks dude for this video keep it up and a shout out to *VirtualCryptoMines৹Com* for being real with their investment plans
"
"
The quality of this video deserves 10 Million subscriber and 25million views . Such an amazing and talented young men with so much talent on explaining as smart as possible how to actually earn money from crypto and not having to rich much money . Thanks dude for this video keep it up and a shout out to *VirtualCryptoMines৹Com* for being real with their investment plans
"
"
The quality of this video deserves 10 Million subscriber and 25million views . Such an amazing and talented young men with so much talent on explaining as smart as possible how to actually earn money from crypto and not having to rich much money . Thanks dude for this video keep it up and a shout out to *VirtualCryptoMines৹Com* for being real with their investment plans
"
"
""Bruh, im in the medical field and you can ask me anything medical and id break it down for you. Crypto, however, is a different monster on its own and ive been watching videos for the past year now to increase my knowledge. I love other youtubers like Coin Burea, Invest Answers and so on but i gotta say, you take the cake in explaining in laymans terms. You are much appreciated! Please continue to make these simplified videos for dummies in this space such as myself! and *Virtualcryptomines🟡com* is always a good option for beginner and pro investors.""
"
"
Hmmmm... Finally completed this course. This was the best course ever in the youtube
"
"
Best Course of my life BY FAR!
"
"
""I just cant belive in this video. This is the most informative video i ever watched in you tube. I would like to thank... all of you, from the bottom of my heart. Thanks a lot.""
"
"
Really grateful to you guys for putting together all of this! Love the summaries you do at the end of each big topic! Thank you for sharing this high-value content! 🙏🏻🙏🏻🙏🏻🙏🏻
"
"
Can someone please mention / DM me some community space links for blockchain/solidity.. like discord channel or anything that's helpful. Thanks !
"
"
""Good evening 
Pls I need help
I want to learn solidity but have no prior knowledge of coding or any programming language. 
Do i need to learn any programming language before learning solidity?""
"
"
""*I will forever be in-depted to you Emilia 😇 you've changed my life, I'll continue to preach about your name for the world to hear,*  *you've saved me from a huge financial debt with just little investment, Thanks Ms Emilia Russell* 🇺🇸🇺🇸""
"
"
Thanks a lot for the content. Will the JavaScript version of this course be released soon?
"
"
""Mrs olivera Jane okhumalo, the good bitcoin investor is legit and her method works like magic I keep on earning money weekly with her strategy.""
"
"
If you want your parents to live 100 years pls like
"
"
""*I'm so happy trading with Mrs Joanna she's different from others. I always made withdrawal of $15,000 every week of trade, God bless you.*""
"
"
""27:40 LOL btw, Awosome course 28 minutes in already loving it""
"
"
""Hello, great work, thanks.  I am new to blockchain and I am following your teaching step by step. When I tried to use Rinkeby Authenticated Faucet after I copied the tweet and paste the tweet link I got error ' insufficient funds for gas * price + value' please help""
"
"
""Am I the only one who took three hours to get Brownie installed with pipx? Heads up, it doesn't work with Python 3.10 or later, downgrade to 3.9. Worked like a charm.""
"
"
""Thanks for very valuable video..  but you are moving your hands so much, on nearly every word...  it makes me dizzy, while I watch..""
"
"
""🚨Oceanpad 🌊 
✅ Decentralized launchpad (BSC/ETH)
✅ Liquidity locking services
✅ Token creation services 
✅ Vetting & KYC services 
✅ Smart contract audits 
✅ Token locking and vesting services 
✅ Data analytics services
💠 Surprise USP utility to be revealed later""
"
"
""INVESTING IN CRYPTOCURRENCY NOW IS VERY COOL EXPECIALLY WITH THE CURRENT RISE IN THE MARKET, AT NOW.""
"
"
""Mrs Hana really knows her way around Nft stock and cryptocurrency trading, it’s evident from her deep knowledge of how the market works, reading signals to perfection, I feel very safe trading with her after she showed me how I could earn huge daily from other crypto and Nft's that are very cheap now. simply reach her through her details above~""
"
"
""Mrs olivera Jane okhumalo, the good bitcoin investor is legit and her method works like magic I keep on earning money weekly with her strategy""
"
"
My desire is i want to know the blockchain development
"
"
""Can I follow the course if I know nothing about coding??? Not even traditional languages like JavaScript, html, php???""
"
"
Someone told me that it's the best time to buy because there will be a huge pump soon
"
"
""*Nice video and great work, Honestly the* right* information is what we need to* succeed. I believe the benefits of a successful trade comes from an expert and that is why i made huge profit with the help of *Mrs Emilia Russell,she's a genius*🇺🇲""
"
"
""Sir the test ether is unable to load as it it showing that insufficient funds rinkeby have, please suggest some other option please""
"
"
Thank you sir. Jesus Christ bless you it's really valuable for me
"
"
""thanks for this great video, i learnt a ton! i am new to blockchain development, and new to solidity, i have a very trivial detail question, in the get_contract function, if it is not in local blockchain, it will grab the active network(say, rinkeby) address and build contract via contract = Contract.from_abi(contract_type._name, contract_address, contract_type.abi) i am a little confused here,  this rinkeby has a real Aggregator contract deployed, but contract_type.abi is the Mock Aggregator abi, which is different from real Aggregator abi, does this mean when we create a contract we don't need to follow it's ABI? sorry maybe this is a very newbie question...""
"
"
""Thank you so much, how do I put this on my CV? Like just the video title from freecodecamp""
"
"
Wonderful tutorial. Using python for compiling and using truffle? Same result?
"
"
Did anyone have any problem while adding test eth in rinkeby test account... I can't add eth to my account... rinkeby is showing insufficient funds for gas * price + value.  Please help!
"
"
""Hello, I wonder if someone here can enlight me. It costs around $15.13 to send a transaction to Ethereum, that's an awful lot of money for the average earner. How can blockchain can be a viable strategy for for example goods' provenance if the cost is so high? I'm sure I'm missing something so I'd appreciate your wisdom.""
"
"
""If Blockchain wants to be mass adoptable, there will be profit oriented companies that allow access for non techies. Doesn't this mean that in such a case blockchain isn't really decentrlized because companies control access to the applications. In the same way google does?""
"
"
""Does anyone can help me with some details? If I follow this course can I be an expert or can I learn everything so that I can be a blockchain developer? 
N.B : I don't know any programming language""
"
"
Why are my words different colours than in Solidity in the video? 'pragma solidity is blue for me and public and private are green(instead of red and yellow respectively).
"
"
I'm curious how many days it took to upload this video. lol
"
"
Thank you sir for great presentation. Can I use Jupyter Notebook for this course?
"
"
Fantastic explanations. Personally I'm use to java so instead I used web3j but your video was extra well explained thank you.
"
"
""could you please explain PortusNetwork, a new blockchain oracle that claims to be much faster than Chainlink""
"
"
Thanks!
"
"
love from India sir
"
"
Who watched it straight 16 hours
"
"
Simply amazing.
"
"
Python??? Yes please.
"
"
The course that will make you rich
"
"
nice
"
"
Thank you for this awesome explanation…..great effort really appreciated
"
"
nice
"
"
@Patrick Any plan to release same course with javascript? Any ETA? Eagerly waiting for it.
"
"
uuf.. 16hours later.. thank you so much for the content.. I learned a looooot!!!!!!!!!!!!!!!!
"
"
Brother Patrick.  You are awesome intelligent. I can't thank you enough. I just stumbled upon your video today for the fist time. I'll spread the word bro.
"
